00,1610612740,2002,2013,NOH,Hornets,2002,New Orleans,,,,,
00,1610612751,1976,2012,NJN,Nets,2012,New Jersey,,,,,
00,1610612760,1967,2008,SEA,Supersonics,Seattle,,,,,
00,1610612740,2005,2007,NOK,Pelicans,New Orleans/Oklahoma City,,,,,
